Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
306;;SET;AMSNLOC;AMSNLOC;;;;O - 1;;AIRCRAFT MISSION LOCATION;;;
307;;;;;;;;;;;;;
308;;SET;AMSNLOC;GTGTLOC;;;;C - 1;;GROUND TARGET LOCATION;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourObjectif{MPIA.ObjectifActivite}
309;;FIELD;AMSNLOC;GTGTLOC;1;;1076/013;M - 1;1..1;PRIMARY/ALTERNATE TARGET DESIGNATOR;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.Caracteristique
310;;COMP. FIELD;AMSNLOC;GTGTLOC;2.A;;2030/041;O - 1;10..10;DAY-TIME AND MONTH TASKED TIME ON TARGET;NON_TRACE;;NON_TRACE
311;;COMP. FIELD;AMSNLOC;GTGTLOC;2.B;;2483/002;O - 1;9..9;DAY-TIME ON TARGET TO THE SECOND, ZULU;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.DateZULU
312;;COMP. FIELD;AMSNLOC;GTGTLOC;3;;2030/046;C - 1;10..10;NOT EARLIER THAN DAY-TIME AND MONTH;NON_TRACE;;NON_TRACE
313;;COMP. FIELD;AMSNLOC;GTGTLOC;4;;2000/087;C - 1;7..7;NOT LATER THAN DAY-TIME;NON_TRACE;;NON_TRACE
314;;COMP. FIELD;AMSNLOC;GTGTLOC;4;;2030/042;C - 1;10..10;DAY-TIME AND MONTH OFF TARGET;NON_TRACE;;NON_TRACE
315;;FIELD;AMSNLOC;GTGTLOC;5;;1022/234;M - 1;1..38;TARGET/FACILITY NAME;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.Nom
316;;FIELD;AMSNLOC;GTGTLOC;6;;1416/002;O - 1;1..20;TARGET POSITION IDENTIFIER;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.IdentifiantPositionnel
317;;FIELD;AMSNLOC;GTGTLOC;7;;1650/006;M - 1;2..6;NON-SHIP TARGET TYPE;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.TypeSynthetiqueObjectif
318;;FIELD;AMSNLOC;GTGTLOC;7;;1036/011;M - 1;2..6;SHIP TARGET TYPE;NON_TRACE;;NON_TRACE
319;;FIELD;AMSNLOC;GTGTLOC;8;;1416/007;O - 1;1..30;DESIRED MEAN POINT OF IMPACT (DMPI) IDENTIFIER;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.IdentifiantImpact
320;;FIELD;AMSNLOC;GTGTLOC;9;;1363/044;O - 1;1..38;DESIRED MEAN POINT OF IMPACT DESCRIPTION;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;APourObjectif{MPIA.ObjectifActivite}#MPGT.ObjectifActivite.Commentaire
321;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2024/001;O - 1;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
322;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2023/001;O - 1;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
323;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2187/001;O - 1;19..19;LOCATION, DECISECONDS;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
324;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2488/001;O - 1;19..19;GEOGRAPHIC LOCATION, LAT/LONG, CENTISECONDS;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
325;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2496/001;O - 1;19..19;GEOGRAPHIC POSITION, LAT/LONG, THOUSANDTHS OF MINUTE;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
326;;COMP. FIELD;AMSNLOC;GTGTLOC;10;;2489/001;O - 1;21..21;GEOGRAPHIC POSITION, LAT/LONG TEN THOUSANDTHS OF MINUTE;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}
327;;COMP. FIELD;AMSNLOC;GTGTLOC;11;;2532/002;C - 1;5..9;PROBABLE COORDINATE HORIZONTAL CIRCULAR ERROR;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#MPGT.AssociationObjectifActiviteLocalisation.PrecisionHoriz
328;;COMP. FIELD;AMSNLOC;GTGTLOC;12;;2492/002;C - 1;2..9;DESIRED MEAN POINT OF IMPACT ELEVATION IN FEET OR METRES;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.PointGeometrique}#EstLocalisePar{MPGT.CoordonneesLatLong}#MPGT.CoordonneesLatLong.ValeurDistanceVerticale
329;;COMP. FIELD;AMSNLOC;GTGTLOC;13;;2532/003;C - 1;5..9;PROBABLE COORDINATE ELEVATION LINEAR ERROR;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#MPGT.AssociationObjectifActiviteLocalisation.PrecisionVerticale
330;;FIELD;AMSNLOC;GTGTLOC;14;;1416/005;O - 1;1..12;COMPONENT TARGET IDENTIFIER;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.IdentifiantComposante
331;;FIELD;AMSNLOC;GTGTLOC;15;;1076/011;O - 1;1..5;TARGET PRIORITY, LITERAL;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;APourObjectif{MPIA.ObjectifActivite}#MPIA.ObjectifActivite.Priorite
332;;FIELD;AMSNLOC;GTGTLOC;16;;1456/003;O - 1;1..15;TARGET OBJECTIVE;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.ButAssocieAObjectif
333;;FIELD;AMSNLOC;GTGTLOC;17;;1357/023;O - 1;1..20;ADDITIONAL TARGET IDENTIFICATION FEATURES;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.IdentifiantComplementaire
334;;SET;AMSNLOC;SHIPTGT;;;;C - 1;;SHIP TARGET DATA;;;
335;;;;;;;;;;;;;
336;;SET;AMSNLOC;AIRMOVE;;;;C - 1;;AIR MOVEMENT INFORMATION;;;
337;;;;;;;;;;;;;
338;;SET;AMSNLOC;REPOSTN;;;;C - 1;;CONTIGUOUS MISSION REPOSITIONING INFORMATION;;;
339;;;;;;;;;;;;;
340;;SET;AMSNLOC;ESCDATA;;;;C - 1;;ESCORT DATA;;;
341;;;;;;;;;;;;;
342;;SET;AMSNLOC;RECCEDAT;;;;C - 1;;RECONNAISSANCE MISSION DATA;;;
343;;;;;;;;;;;;;
344;;SEGMENT;PTRCPLOT;;;;;? - N;;POSITION TRACE PLOT;;;
345;;SET;PTRCPLOT;PTRCPLOT;;;;M - 1;;POSITION TRACE PLOT;;;
346;;;;;;;;;;;;;
347;;SEGMENT;PRODUCT;;;;;? - N;;INTELLIGENCE PRODUCT;;;
348;;SET;PRODUCT;PRODUCT;;;;M - 1;;INTELLIGENCE PRODUCT;;;
349;;;;;;;;;;;;;
350;;SET;PRODUCT;POC;;;;O - N;;POINT OF CONTACT INFORMATION;;;
351;;;;;;;;;;;;;
352;;SET;AMSNLOC;IMDATLNK;;;;C - 1;;IMAGERY DATA LINK CONTROL INFORMATION;;;
353;;;;;;;;;;;;;
354;;SET;AMSNLOC;REQNO;;;;O - 1;;REQUEST NUMBER;;;
355;;;;;;;;;;;;;
356;;SET;AMSNLOC;MTGTLOC;;;;C - N;;MISSILE TARGET LOCATION;;;
357;;;;;;;;;;;;;
358;;SET;AMSNLOC;GTGTAREA;;;;C - 1;;GROUND TARGET AREA;MPGT.PlanificationOperation3D;MPIA.ObjectifActivite;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourObjectif{MPIA.ObjectifActivite}
359;;FIELD;AMSNLOC;GTGTAREA;1;;1022/069;M - 1;1..38;AREA NAME;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.Nom
360;;FIELD;AMSNLOC;GTGTAREA;2;;1284/017;M - 1;2..10;AREA TYPE;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#APourCaracteristiquesObjectif3D{MPGT.Objectif3D}#MPGT.Objectif3D.TypeZone
361;;FIELD;AMSNLOC;GTGTAREA;3;;1255/001;M - 1;3..3;ALTITUDE IN HUNDREDS OF FEET;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.CylindreGeometrique}#APourPlancher{MPIA.DistanceVerticale}#MPIA.DistanceVerticale.Valeur
362;;FIELD;AMSNLOC;GTGTAREA;3;;2100/001;M - 1;7..7;ALTITUDE BAND;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#MPGT.AssociationObjectifActiviteLocalisation.PlancherBandeAlt
362;;FIELD;AMSNLOC;GTGTAREA;3;;2100/001;M - 1;7..7;ALTITUDE BAND;MPGT.PlanificationOperation3D;MPGT.Objectif3D;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#MPGT.AssociationObjectifActiviteLocalisation.PlafondBandeAlt
363;;COMP. FIELD;AMSNLOC;GTGTAREA;4;;2490/001;O - 1;2..6;RADIUS, IN, FT, YD, KF, SM, NM, MM, CM, M, KM, HM;NON_TRACE;;NON_TRACE
364;;COMP. FIELD;AMSNLOC;GTGTAREA;4;;2494/001;O - 1;11..21;ELLIPTICAL AREA, 5 CHAR MAX UNIT AXIS;NON_TRACE;;NON_TRACE
365;;COMP. FIELD;AMSNLOC;GTGTAREA;4;;2526/001;O - 1;9..13;SECTOR GEOMETRY WITH OUTER RANGE;NON_TRACE;;NON_TRACE
366;;COMP. FIELD;AMSNLOC;GTGTAREA;4;;2527/001;O - 1;11..18;SECTOR GEOMETRY WITH INNER AND OUTER RANGE;NON_TRACE;;NON_TRACE
367;;REPET. GROUP;AMSNLOC;GTGTAREA;-;;2496/001;-;;AREA COORDINATES OR ORIGIN;NON_TRACE;;NON_TRACE
368;;FIELD;AMSNLOC;GTGTAREA;5;;2496/001;C - N;19..19;GEOGRAPHIC POSITION, LAT/LONG, THOUSANDTHS OF MINUTE;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
369;;FIELD;AMSNLOC;GTGTAREA;5;;2187/001;C - N;19..19;LOCATION, DECISECONDS;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
370;;FIELD;AMSNLOC;GTGTAREA;5;;2024/001;C - N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
371;;FIELD;AMSNLOC;GTGTAREA;5;;2023/001;C - N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPGT.PlanificationOperation3D;MPGT.CoordonneesLatLong;APourObjectif{MPIA.ObjectifActivite}#EstLocalisePar{MPGT.AssociationObjectifActiviteLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
372;;FIELD;AMSNLOC;GTGTAREA;5;;1125/001;C - N;4..4;ICAO LOCATION IDENTIFIER;NON_TRACE;;NON_TRACE
373;;SET;AMSNLOC;WPNSPEC;;;;O - N;;WEAPON SPECIFICATION;MPGT.PlanificationOperation3D;MPIA.RessourceActiviteInstanceObjet;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}
374;;FIELD;AMSNLOC;WPNSPEC;1;;1044/131;M - 1;1..3;QUANTITY OF ORDNANCE;MPGT.PlanificationOperation3D;MPIA.RessourceActiviteType;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteType}#MPIA.RessourceActiviteType.Quantite
375;;FIELD;AMSNLOC;WPNSPEC;2;;1407/001;M - 1;1..30;WEAPON TYPE, GENERIC;MPGT.PlanificationOperation3D;MPIA.TypeMunition{MPIA.RacineOperationnelle};EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteType}#AssocieCommeType{MPIA.TypeMunition}#MPIA.RacineOperationnelle.Nom
376;;FIELD;AMSNLOC;WPNSPEC;3;;1012/254;O - 1;4..4;LASER CORRELATION CODE;NON_TRACE;;NON_TRACE
377;;FIELD;AMSNLOC;WPNSPEC;3;;1396/004;O - 1;1..2;DATA LINK FREQUENCY CODE;MPGT.PlanificationOperation3D;MPIA.AdresseElectronique;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourAdresse{MPIA.AdresseElectronique}#MPIA.AdresseElectronique.Nom
378;;FIELD;AMSNLOC;WPNSPEC;4;;1068/011;C - 1;1..8;GUIDANCE FREQUENCY IN MEGAHERTZ;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.Frequence
379;;FIELD;AMSNLOC;WPNSPEC;4;;1396/007;C - 1;1..8;GUIDANCE FREQUENCY DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.NomCode
380;;FIELD;AMSNLOC;WPNSPEC;5;;1129/031;O - 1;1..20;CONTACT CALL SIGN;MPGT.PlanificationOperation3D;MPIA.AssociationInstanceObjetAdresse;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#MPIA.AssociationInstanceObjetAdresse.Designation
381;;FIELD;AMSNLOC;WPNSPEC;6;;1068/013;O - 1;1..8;PRIMARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.Frequence
382;;FIELD;AMSNLOC;WPNSPEC;6;;1396/002;O - 1;1..8;PRIMARY FREQUENCY DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.NomCode
383;;FIELD;AMSNLOC;WPNSPEC;6;;2533/001;O - 1;3..7;LINK 16 VOICE PARAMETERS;NON_TRACE;;NON_TRACE
384;;FIELD;AMSNLOC;WPNSPEC;6;;2534/001;O - 1;18..49;HAVE QUICK PARAMETERS WITH MICKEY NET CONTROLLER;NON_TRACE;;NON_TRACE
385;;FIELD;AMSNLOC;WPNSPEC;6;;2535/001;O - 1;12..18;HAVE QUICK PARAMETERS WITHOUT MICKEY NET CONTROLLER;NON_TRACE;;NON_TRACE
386;;FIELD;AMSNLOC;WPNSPEC;7;;1068/014;C - 1;1..8;SECONDARY FREQUENCY IN MEGAHERTZ, .0000001 - 99999999;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.Frequence
387;;FIELD;AMSNLOC;WPNSPEC;7;;1396/003;C - 1;1..8;SECONDARY FREQUENCY DESIGNATOR;MPGT.PlanificationOperation3D;MPIA.Frequence;EstSujet{MPIA.AssociationFonctionnelleActivite}#AssocieCommeObjet{MPGT.MissionAir}#APourRessource{MPIA.RessourceActiviteInstanceObjet}#AssocieCommeInstanceObjet{MPIA.Unite}#AssocieCommeAdresse{MPIA.AssociationInstanceObjetAdresse}#AssocieCommeObjet{MPIA.AdresseElectronique}#FournitAccesA{MPIA.ServiceReseau}#EstAssocieAuReseau{MPIA.ReseauTelecommunication}#APourFrequence{MPIA.Frequence}#MPIA.Frequence.NomCode
388;;FIELD;AMSNLOC;WPNSPEC;7;;2533/001;C - 1;3..7;LINK 16 VOICE PARAMETERS;NON_TRACE;;NON_TRACE
389;;FIELD;AMSNLOC;WPNSPEC;7;;2534/001;C - 1;18..49;HAVE QUICK PARAMETERS WITH MICKEY NET CONTROLLER;NON_TRACE;;NON_TRACE
390;;FIELD;AMSNLOC;WPNSPEC;7;;2535/001;C - 1;12..18;HAVE QUICK PARAMETERS WITHOUT MICKEY NET CONTROLLER;NON_TRACE;;NON_TRACE
391;;SET;AMSNLOC;REFTSK;;;;C - 1;;REFUELLING TASKING;;;
392;;;;;;;;;;;;;
393;;SET;AMSNLOC;5REFUEL;;;;C - 1;;AERIAL REFUELLING;;;
394;;;;;;;;;;;;;
395;;SET;AMSNLOC;ADINTPRI;;;;C - N;;AIR DEFENSE INTERCEPTOR PRIORITIES;;;
396;;;;;;;;;;;;;
397;;SET;AMSNLOC;CAPPOS;;;;C - 1;;COMBAT AIR PATROL POSITION;;;
398;;;;;;;;;;;;;
399;;SET;AMSNLOC;CCTASK;;;;C - 1;;COMMAND, CONTROL AND SURVEILLANCE TASKING;;;
400;;;;;;;;;;;;;
401;;SET;AMSNLOC;TACON;;;;O - 1;;TACTICAL CONTROL AUTHORITY INFORMATION;;;
402;;;;;;;;;;;;;
403;;SET;AMSNLOC;GNDCORD;;;;O - N;;GROUND COORDINATION DETAILS;;;
404;;;;;;;;;;;;;
405;;SET;AMSNLOC;CNTLAREA;;;;O - N;;CONTROL AREA;;;
406;;;;;;;;;;;;;
407;;SET;AMSNLOC;WPNCNTL;;;;O - 1;;WEAPON CONTROL INSTRUCTIONS;;;
408;;;;;;;;;;;;;
409;;SET;AMSNLOC;7CONTROL;;;;O - 1;;AIRCRAFT CONTROL INFORMATION;;;
410;;;;;;;;;;;;;
411;;SET;AMSNLOC;FACIP;;;;C - N;;FORWARD AIR CONTROLLER INITIAL POINT;;;
412;;;;;;;;;;;;;
413;;SEGMENT;SURVAREA;;;;;? - N;;SURVEILLANCE AREA;;;
414;;SET;SURVAREA;SURVAREA;;;;M - 1;;SURVEILLANCE AREA;;;
415;;;;;;;;;;;;;
416;;SET;SURVAREA;ESURVTSK;;;;O - 1;;ELECTRONIC SURVEILLANCE TASKING DATA;;;
417;;;;;;;;;;;;;
418;;SET;AMSNLOC;6EWDATA;;;;O - 1;;ELECTRONIC WARFARE EMITTER/JAMMING DATA;;;
419;;;;;;;;;;;;;
420;;SET;AMSNLOC;ARMDATA;;;;O - 1;;ANTI-RADIATION MISSILE DATA;;;
421;;;;;;;;;;;;;
422;;SET;AMSNLOC;CHAFF;;;;O - N;;CHAFF MISSION DATA;;;
423;;;;;;;;;;;;;
424;;SET;AMSNLOC;TRANSREQ;;;;C - N;;ALLOCATED TRANSPORTATION REQUIREMENTS;;;
425;;;;;;;;;;;;;
426;;SET;AMSNLOC;LANDSTS;;;;O - N;;LANDING SITE STATUS INFORMATION;;;
427;;;;;;;;;;;;;
428;;SET;AMSNLOC;AIRDROP;;;;O - N;;DROP ZONE;;;
429;;;;;;;;;;;;;
430;;SET;AMSNLOC;CONTINST;;;;O - N;;CONTACT INSTRUCTIONS;;;
431;;;;;;;;;;;;;
432;;SET;AMSNLOC;FACINFOR;;;;O - N;;FORWARD AIR CONTROLLER INFORMATION;;;
433;;;;;;;;;;;;;
434;;SET;AMSNLOC;ASUPTFOR;;;;O - N;;AIR SUPPORT FOR;;;
435;;;;;;;;;;;;;
436;;SET;AMSNLOC;ASUPTBY;;;;O - N;;AIR SUPPORTED BY;;;
437;;;;;;;;;;;;;
438;;SET;AMSNLOC;6ROUTE;;;;O - 1;;AIRCRAFT ROUTE INFORMATION;;;
439;;;;;;;;;;;;;
440;;SEGMENT;RDZBKUP;;;;;? - N;;AIRCRAFT RENDEZVOUS/BREAKUP MISSION DATA;;;
441;;SET;RDZBKUP;RDZBKUP;;;;M - 1;;AIRCRAFT RENDEZVOUS/BREAKUP MISSION DATA;;;
442;;;;;;;;;;;;;
443;;SET;RDZBKUP;RDZAREA;;;;C - 1;;RENDEZVOUS/BREAKUP AREA;;;
444;;;;;;;;;;;;;
445;;SET;AMSNLOC;GNDFRND;;;;O - N;;GROUND LOCATION OF FRIENDLY TROOPS;;;
446;;;;;;;;;;;;;
447;;SET;AMSNLOC;AUTOCAT;;;;O - N;;AIRBORNE RADIO RELAY STATION DETAILS;;;
448;;;;;;;;;;;;;
449;;SET;AMSNLOC;EMCON;;;;O - 1;;EMISSION CONTROL PLAN;;;
450;;;;;;;;;;;;;
451;;SET;AMSNLOC;SEAINCDT;;;;C - 1;;SEA INCIDENT INFORMATION;;;
452;;;;;;;;;;;;;
453;;SET;AMSNLOC;SUBINCDT;;;;C - 1;;SUBMARINE INCIDENT INFORMATION;;;
454;;;;;;;;;;;;;
455;;SET;AMSNLOC;ACINCDT;;;;C - 1;;AIRCRAFT INCIDENT INFORMATION;;;
456;;;;;;;;;;;;;
457;;SET;AMSNLOC;GNDINCDT;;;;C - 1;;GROUND INCIDENT INFORMATION;;;
458;;;;;;;;;;;;;
459;;SET;TASKUNIT;GENTEXT;;;;C - 1;;GENERAL TEXT;;;
460;;;;;;;;;;;;;
461;;SET;ATO;HEADING;;;;C - 1;;HEADING INFORMATION;;;
462;;;;;;;;;;;;;
463;;SET;ATO;GENTEXT;;;;O - N;;GENERAL TEXT;;;
464;;;;;;;;;;;;;
