Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
1017;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementElectronique}#MPIA.TypeEquipementElectronique.Categorie
1018;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementElectronique}#MPIA.TypeEquipementElectronique.SousCategorie
1019;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementNRBC}#MPIA.TypeEquipementNRBC.Categorie
1020;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.AutreTypeEquipement}#MPIA.AutreTypeEquipement.Categorie
1021;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementFerroviaire}#MPIA.TypeEquipementFerroviaire.Categorie
1022;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementMaritime}#MPIA.TypeEquipementMaritime.Categorie
1023;27;FIELD;ORGID;EQUIP;2;;1135/028;M-N;3..7;EQUIPMENT CATEGORY;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementMaritime}#MPIA.TypeEquipementMaritime.SousCategorie
320;27;FIELD;ORGID;EQUIP;3;;1135/003;M-N;3..12;EQUIPMENT DESIGNATOR;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipement}#MPIA.RacineOperationnelle.Nom
321;27;FIELD;ORGID;EQUIP;4;;1023/004;M-N;1..5;CONTEXT QUANTITY, 0-99999;MPIA.EntiteOrganisationnelle{NON INST};MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#MPIA.DotationEffective.QuantiteOperationnelle
322;28;SET;ORGID;1LNKSTAT;;;;O-1;;LINK STATUS;;;
323;28;REPET. GROUP;-;-;-;-;-;-;-;;_;_;_
324;28;FIELD;ORGID;1LNKSTAT;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.EntiteOrganisationnelle{NON INST};MPIA.Rapport;APourEtatLiaison{MPGT.EtatLiaison}#EstRapportePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
325;28;FIELD;ORGID;1LNKSTAT;2;;1275/001;M-1;2..4;COMMUNICATIONS LINK TYPE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.Categorie
326;28;FIELD;ORGID;1LNKSTAT;3;;1044/179;M-1;1..2;QUANTITY OF EQUIPMENT;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.QuantiteEquipement
327;28;FIELD;ORGID;1LNKSTAT;4;;1275/003;M-1;3..4;COMMUNICATION TRAFFIC TYPE;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.TypeTraffic
328;28;FIELD;ORGID;1LNKSTAT;5;;1138/005;M-1;3..6;LINK STATUS;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.Etat
329;28;FIELD;ORGID;1LNKSTAT;6;;1288/002;M-1;2..6;NATO SECURITY CLASSIFICATION, ABBREVIATED;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.ClassificationOTAN
330;28;FIELD;ORGID;1LNKSTAT;7;;1101/002;M-1;6..15;SPECIAL HANDLING MARKINGS;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.MarquageSpecial
331;28;FIELD;ORGID;1LNKSTAT;8;;1175/001;C-1;2..6;FREQUENCY SPECTRUM DESIGNATOR;MPIA.EntiteOrganisationnelle{NON INST};MPGT.EtatLiaison;APourEtatLiaison{MPGT.EtatLiaison}#MPGT.EtatLiaison.BandeFrequence
332;29;SEGMENT
Niveau 3;EORGID;;;;;O-N;;ENEMY ORGANIZATION DESIGNATOR;;;
333;29;SET;EORGID;EORGID;;;;M-1;;ENEMY ORGANIZATION DESIGNATOR;_;_;_
334;29;FIELD;EORGID;EORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
335;29;COMP. FIELD;EORGID;EORGID;2;;2392/001;M-1;2..8;VERIFIED UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Niveau
336;29;COMP. FIELD;EORGID;EORGID;3;;2082/001;M-1;3..3;VERIFIED NATIONALITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
337;29;COMP. FIELD;EORGID;EORGID;4;;2393/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Categorie
338;29;COMP. FIELD;EORGID;EORGID;5;;2394/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'B';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.CategorieArme
339;29;COMP. FIELD;EORGID;EORGID;6;;2395/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'C';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SpecialisationArme
340;29;COMP. FIELD;EORGID;EORGID;7;;2396/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SecondeSpecialisationArme
1243;29;COMP. FIELD;EORGID;EORGID;7;;2396/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.MobiliteGenerale
1244;29;COMP. FIELD;EORGID;EORGID;7;;2396/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.QualificatifArme
341;29;COMP. FIELD;EORGID;EORGID;8;;2397/001;M-1;2..16;VERIFIED HIGHER FORMATION NAME;_;_;_
342;29;COMP. FIELD;EORGID;EORGID;9;;2071/001;M-1;2..2;VERIFIED ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
343;29;COMP. FIELD;EORGID;EORGID;10;;;C-1;;UNIDENTIFIED OR UNKNOWN ENEMY UNITS;_;_;_
344;29;COMP. FIELD;EORGID;EORGID;10A;;2150/001;C-1;5..5;UNIDENTIFIED ENEMY UNIT ADDRESSING NUMBER;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
345;29;COMP. FIELD;EORGID;EORGID;10B;;2151/001;C-1;7..7;UNKNOWN ENEMY UNIT ADDRESSING NUMBER;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
1049;29;SET;EORGID;EORGID;;;;M-1;;ENEMY ORGANIZATION DESIGNATOR;_;_;_
1050;29;FIELD;EORGID;EORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
1051;29;COMP. FIELD;EORGID;EORGID;2;;2392/001;M-1;2..8;VERIFIED UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeRegroupementForce;APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeRegroupementForce.Categorie
1052;29;COMP. FIELD;EORGID;EORGID;3;;2082/001;M-1;3..3;VERIFIED NATIONALITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1053;29;COMP. FIELD;EORGID;EORGID;4;;2393/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'A';_;_;_
1054;29;COMP. FIELD;EORGID;EORGID;5;;2394/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'B';_;_;_
1055;29;COMP. FIELD;EORGID;EORGID;6;;2395/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'C';_;_;_
1056;29;COMP. FIELD;EORGID;EORGID;7;;2396/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'D';_;_;_
1059;29;COMP. FIELD;EORGID;EORGID;8;;2397/001;M-1;2..16;VERIFIED HIGHER FORMATION NAME;_;_;_
1060;29;COMP. FIELD;EORGID;EORGID;9;;2071/001;M-1;2..2;VERIFIED ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
1061;29;COMP. FIELD;EORGID;EORGID;10;;;C-1;;UNIDENTIFIED OR UNKNOWN ENEMY UNITS;_;_;_
1062;29;COMP. FIELD;EORGID;EORGID;10A;;2150/001;C-1;5..5;UNIDENTIFIED ENEMY UNIT ADDRESSING NUMBER;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
1063;29;COMP. FIELD;EORGID;EORGID;10B;;2151/001;C-1;7..7;UNKNOWN ENEMY UNIT ADDRESSING NUMBER;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
346;30;SET;EORGID;ESTRENTH;;;;M-1;;ENEMY STRENGTH;;;
347;30;REPET. GROUP;-;-;-;-;-;-;-;-;_;_;_
348;30;FIELD;EORGID;ESTRENTH;1;;2400/001;M-1;2..4;VERIFIED NUMBER OF ENEMY UNITS;MPIA.Unite;MPIA.TypeUnite;#APourDotationEffective{MPIA.DotationEffective}#MPIA.DotationEffective.QuantiteOperationnelle
349;30;COMP. FIELD;EORGID;ESTRENTH;2;;2392/001;M-1;2..8;VERIFIED UNIT SIZE INDICATOR;_;_;_
350;30;SS ZONE;EORGID;ESTRENTH;2;1;1045/004;-;1..7;UNIT SIZE INDICATOR ;MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Niveau
351;30;SS ZONE;EORGID;ESTRENTH;2;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
352;30;COMP. FIELD;EORGID;ESTRENTH;3;;2082/001;M-1;3..3;VERIFIED NATIONALITY;;;
353;30;SS ZONE;EORGID;ESTRENTH;3;1;1026/001;-;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#EstAffilieA{MPIA.AssociationAffiliationType}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
354;30;SS ZONE;EORGID;ESTRENTH;3;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
355;30;COMP. FIELD;EORGID;ESTRENTH;4;;2393/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'A';_;_;_
356;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Categorie
1086;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.CategorieArme
1087;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SpecialisationArme
1088;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SecondeSpecialisationArme
1089;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.MobiliteGenerale
1090;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.QualificatifArme
357;30;SS ZONE;EORGID;ESTRENTH;4;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
1064;30;SET;EORGID;ESTRENTH;;;;M-1;;ENEMY STRENGTH;;;
1065;30;REPET. GROUP;-;-;-;-;-;-;-;-;_;_;_
1066;30;FIELD;EORGID;ESTRENTH;1;;2400/001;M-1;2..4;VERIFIED NUMBER OF ENEMY UNITS;MPIA.Unite;MPIA.DotationEffective;APourDotationEffective{MPIA.DotationEffective}#MPIA.DotationEffective.QuantiteOperationnelle
1067;30;COMP. FIELD;EORGID;ESTRENTH;2;;2392/001;M-1;2..8;VERIFIED UNIT SIZE INDICATOR;_;_;_
1068;30;SS ZONE;EORGID;ESTRENTH;2;1;1045/004;-;1..7;UNIT SIZE INDICATOR ;MPIA.Unite;MPIA.TypeRegroupementForce;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeRegroupementForce}#MPIA.TypeRegroupementForce.Categorie
1069;30;SS ZONE;EORGID;ESTRENTH;2;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
1070;30;COMP. FIELD;EORGID;ESTRENTH;3;;2082/001;M-1;3..3;VERIFIED NATIONALITY;_;_;_
1071;30;SS ZONE;EORGID;ESTRENTH;3;1;1026/001;-;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeRegroupementForce}#EstAffilieA{MPIA.AssociationAffiliationType}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
1072;30;SS ZONE;EORGID;ESTRENTH;3;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
1073;30;COMP. FIELD;EORGID;ESTRENTH;4;;2393/001;M-1;3..7;VERIFIED UNIT ROLE INDICATOR CODE 'A';_;_;_
1074;30;SS ZONE;EORGID;ESTRENTH;4;1;1311/002;-;2..6;UNIT ROLE INDICATOR CODE 'A';_;_;_
1075;30;SS ZONE;EORGID;ESTRENTH;4;2;1233/001;-;1..1;VERIFICATION INDICATOR ;_;_;_
358;31;SET;EORGID;EMAT;;;;O-1;;ENEMY MATERIEL;;;
359;31;REPET. GROUP;-;-;-;-;-;-;-;-;_;_;_
360;31;COMP. FIELD;EORGID;EMAT;1;;2110/001;M-1;2..6;VERIFIED QUANTITY OF EQUIPMENT/WEAPONS;_;_;_
361;31;SS ZONE;EORGID;EMAT;1;1;1044/124;-;1..5;QUANTITY OF EQUIPMENT/WEAPONS;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#MPIA.DotationEffective.QuantiteOperationnelle
362;31;SS ZONE;EORGID;EMAT;1;2;1233/001;-;1..1;VERIFICATION INDICATOR;_;_;_
363;31;COMP. FIELD;EORGID;EMAT;2;;2107/001;M-1;4..8;VERIFIED EQUIPMENT CATEGORY;_;_;_
364;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeVehicule}#MPIA.TypeVehicule.Categorie
1093;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPGT.AutreTypeAeronef}#MPIA.TypeAeronef.Categorie
1094;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPGT.AutreTypeAeronef}#MPIA.TypeAeronef.SousCategorie
1095;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeArme}#MPIA.TypeArme.Categorie
1096;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeArme}#MPIA.TypeArme.SousCategorie
1097;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementGenie}#MPIA.TypeEquipementGenie.Categorie
1098;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementElectronique}#MPIA.TypeEquipementElectronique.Categorie
1099;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementElectronique}#MPIA.TypeEquipementElectronique.SousCategorie
1100;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipementNRBC}#MPIA.TypeEquipementNRBC.Categorie
1101;31;SS ZONE;EORGID;EMAT;2;1;1135/028;-;3..7;EQUIPMENT CATEGORY ;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.AutreTypeEquipement}#MPIA.AutreTypeEquipement.Categorie
365;31;SS ZONE;EORGID;EMAT;2;2;1233/001;-;1..1;VERIFICATION INDICATOR;_;_;_
366;31;COMP. FIELD;EORGID;EMAT;3;;2109/001;O-1;4..13;VERIFIED EQUIPMENT DESIGNATOR;_;_;_
367;31;SS ZONE;EORGID;EMAT;3;1;1135/003;-;3..12;EQUIPMENT DESIGNATOR;MPIA.Unite;MPIA.TypeEquipement{NON INST};APourDotationEffective{MPIA.DotationEffective}#AssocieCommeType{MPIA.TypeEquipement}#MPIA.RacineOperationnelle.Nom
368;31;SS ZONE;EORGID;EMAT;3;2;1233/001;-;1..1;VERIFICATION INDICATOR;_;_;_
369;32;SET;EORGID;LOCATION;;;;M-1;;GEOGRAPHIC LOCATION;;;
370;32;FIELD;EORGID;LOCATION;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.Unite;MPIA.Rapport;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
371;32;FIELD;EORGID;LOCATION;2;;1237/001;M-1;3..6;TYPE OF GRAPHIC SHAPE;;;
372;32;REPET. GROUP;-;-;-;-;-;-;-;-;;;
373;32;COMP. FIELD;EORGID;LOCATION;3;;2089/020;M-N;15..15;GRID REFERENCE LOCATION COORDINATE;_;_;_
374;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
375;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
376;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
377;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
378;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
379;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
380;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.LigneGeometrique}#APourLocalisation{MPGT.CoordonneesLatLong}
1105;32;COMP. FIELD;EORGID;LOCATION;3;;2089/020;M-N;15..15;GRID REFERENCE LOCATION COORDINATE;_;_;_
1106;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1107;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1108;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1109;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1110;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1111;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1112;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1113;32;COMP. FIELD;EORGID;LOCATION;3;;2089/020;M-N;15..15;GRID REFERENCE LOCATION COORDINATE;_;_;_
