Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
399;35;FIELD;EORGID;ACTIVITY;4;;1020/003;O-1;1..20;ACTIVITY CODEWORD/DESIGNATOR;MPIA.Unite;MPIA.Activite{MPIA.RacineOperationnelle};EstSujet{MPIA.AssociationInstanceObjetActivite}#APourObjet{MPIA.Activite}#MPIA.RacineOperationnelle.Nom
400;36;SET
Niveau 3;EORGID;GENTEXT;;;;O-1;;ATTITUDE AND INTENTION;;;
401;36;FIELD;;GENTEXT;1;;1009/001;M-1;1..61;TEXT INDICATOR;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_3_ATTITUDE AND INTENTION
402;36;FIELD;;GENTEXT;2;;1006/001;M-1;1..99;FREE TEXT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_3_ATTITUDE AND INTENTION
403;37;SET
Niveau 1;;GENTEXT;;;;O-1;;COMMANDERS ASSESSMENT;;;
404;37;FIELD;;GENTEXT;1;;1009/001;M-1;1..61;TEXT INDICATOR;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_3_COMMANDERS ASSESSMENT
405;37;FIELD;;GENTEXT;2;;1006/001;M-1;1..99;FREE TEXT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_3_COMMANDERS ASSESSMENT
406;;;;;;;;;;;;;
407;38;SEGMENT
Niveau 1;PARTTITL;;;;;O-N;;"CONTROL AND COORDINATION LINES";;;
408;38;SET;PARTTITL;PARTTITL;;;;M-1;;MESSAGE PART AND TITLE;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT;CORPS_DU_DOCUMENT.PARTTITL_4
409;39;SEGMENT
Niveau 2;ORGID;;;;;M-N;;ORGANIZATION DESIGNATOR;;;
410;39;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
411;39;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
412;39;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Niveau
413;39;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
414;39;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.Categorie
415;39;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.CategorieArme
416;39;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SpecialisationArme
417;39;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.SecondeSpecialisationArme
418;39;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.MobiliteGenerale
419;39;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';MPIA.Unite;MPIA.TypeUnite;APourType{MPGT.AssocEntiteOrgTypeEntiteOrg}#AssocieCommeType{MPIA.TypeUnite}#MPIA.TypeUnite.QualificatifArme
420;39;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;MPIA.Unite;MPIA.Unite;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#MPIA.RacineOperationnelle.Nom
421;39;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
422;39;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
423;39;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;_;_;_
424;39;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
425;39;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
426;39;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
427;39;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
428;39;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
429;39;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.Unite;MPIA.Unite;MPIA.RacineOperationnelle.Nom
430;39;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;MPIA.Unite;MPIA.TypeRegroupementForce;APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeRegroupementForce.Categorie
431;39;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.Unite;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
432;39;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';_;_;_
433;39;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';_;_;_
434;39;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';_;_;_
435;39;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';_;_;_
436;39;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;MPIA.Unite;MPIA.Unite;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#MPIA.RacineOperationnelle.Nom
437;39;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
438;39;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;MPIA.Unite;MPIA.TypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.TypeOrganisationGouvernementale.Armee
439;39;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;_;_;_
440;39;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
441;39;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
442;39;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
443;39;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.Unite;MPIA.Unite{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
444;39;SET;ORGID;ORGID;;;;M-1;;ORGANIZATION DESIGNATOR;_;_;_
445;39;FIELD;ORGID;ORGID;1;;1022/039;M-1;1..15;UNIT DESIGNATION NAME;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.RacineOperationnelle};MPIA.RacineOperationnelle.Nom
446;39;FIELD;ORGID;ORGID;2;;1045/004;M-1;1..7;UNIT SIZE INDICATOR;_;_;_
447;39;FIELD;ORGID;ORGID;3;;1026/001;M-1;2..2;GEOGRAPHICAL ENTITY;MPIA.StructureOrganisee;MPIA.EntitePolitique;EstAffilieA{MPIA.AssociationAffiliationInstanceObjet}#ConcerneAffiliation{MPIA.EntitePolitique}#MPIA.EntitePolitique.Trigramme
448;39;FIELD;ORGID;ORGID;4;;1311/002;M-1;2..6;UNIT ROLE INDICATOR CODE 'A';_;_;_
449;39;FIELD;ORGID;ORGID;5;;1311/003;M-1;2..6;UNIT ROLE INDICATOR CODE 'B';_;_;_
450;39;FIELD;ORGID;ORGID;6;;1311/004;M-1;2..6;UNIT ROLE INDICATOR CODE 'C';_;_;_
451;39;FIELD;ORGID;ORGID;7;;1311/005;M-1;2..6;UNIT ROLE INDICATOR CODE 'D';_;_;_
452;39;FIELD;ORGID;ORGID;8;;1022/040;M-1;1..15;HIGHER FORMATION NAME;_;_;_
453;39;FIELD;ORGID;ORGID;9;;;M-1;;ARMED SERVICE OR CIVILIAN AGENCY CODE;_;_;_
454;39;FIELD;ORGID;ORGID;9A;;1107/001;M-1;1..1;ARMED SERVICE;_;_;_
455;39;FIELD;ORGID;ORGID;9B;;1507/001;M-1;2..8;CIVILIAN AGENCY CODE;MPIA.StructureOrganisee;MPIA.AutreTypeOrganisationGouvernementale;EstObjet{MPGT.AssociationEntiteOrgEntiteOrg}#APourObjet{MPIA.Unite}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.Type}#MPIA.AutreTypeOrganisationGouvernementale.SousCategorie
456;39;COMP. FIELD;ORGID;ORGID;10;;2141/001;C-1;7..9;UNIT IDENTIFICATION CODE (UIC);_;_;_
457;39;FIELD;ORGID;ORGID;10;1;1026/002 ;C-1;2..2;NATIONALITY;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
458;39;FIELD;ORGID;ORGID;10;2;1107/001 ;C-1;1..1;ARMED SERVICE ;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
459;39;FIELD;ORGID;ORGID;10;3;1012/103 ;C-1;1..1;FILE SEQUENTIAL LOCATION NUMBER ;MPIA.StructureOrganisee;MPIA.StructureOrganisee{MPIA.EntiteOrganisationnelle};MPGT.EntiteOrganisationnelle.CodeIdentification
460;40;SEGMENT
Niveau 3;LINETYPE;;;;;M-N;;CONTROL OR COORDINATION LINE TYPE;;;
461;40;SET;LINETYPE;LINETYPE;;;;M-1;;CONTROL OR COORDINATION LINE TYPE;_;_;_
462;40;FIELD;LINETYPE;LINETYPE;1;;1268/001;M-1;3..4;STAGE OF CONFIRMATION;MPIA.EntiteOrganisationnelle{NON INST};MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
463;40;FIELD;LINETYPE;LINETYPE;2;;1284/009;M-1;2..5;CONTROL OR COORDINATION LINE TYPE;MPIA.EntiteOrganisationnelle{NON INST};MPIA.AutreTypeElementControle;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.AutreTypeElementControle.Categorie
1031;40;FIELD;LINETYPE;LINETYPE;2;;1284/009;M-1;2..5;CONTROL OR COORDINATION LINE TYPE;MPIA.EntiteOrganisationnelle{NON INST};MPIA.AutreTypeElementControle;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.AutreTypeElementControle.SousCategorie
1032;40;FIELD;LINETYPE;LINETYPE;2;;1284/009;M-1;2..5;CONTROL OR COORDINATION LINE TYPE;MPIA.EntiteOrganisationnelle{NON INST};MPIA.Limite;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}
464;40;FIELD;LINETYPE;LINETYPE;3;;;O-1;;LINE IDENTIFIER;_;_;_
465;40;FIELD;LINETYPE;LINETYPE;3A;;1022/214;O-1;1..30;LINE NAME;MPIA.EntiteOrganisationnelle{NON INST};MPIA.RacineOperationnelle.Nom;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.RacineOperationnelle.Nom
466;40;FIELD;LINETYPE;LINETYPE;3B;;1515/004;O-1;1..8;LINE DESIGNATOR;MPIA.EntiteOrganisationnelle{NON INST};MPIA.RacineOperationnelle.Nom;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.RacineOperationnelle.Nom
1029;40;FIELD;LINETYPE;LINETYPE;3A;;1022/214;O-1;1..30;LINE NAME;MPIA.EntiteOrganisationnelle{NON INST};MPIA.RacineOperationnelle.Nom;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}}#MPIA.RacineOperationnelle.Nom
1030;40;FIELD;LINETYPE;LINETYPE;3B;;1515/004;O-1;1..8;LINE DESIGNATOR;MPIA.EntiteOrganisationnelle{NON INST};MPIA.RacineOperationnelle.Nom;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}}#MPIA.RacineOperationnelle.Nom
467;41;SET;LINETYPE;LOCNF;;;;M-1;;LOCATION AND NEAREST FEATURE;;;LIGNE = 463/1032
468;41;FIELD;LINETYPE;LOCNF;1;;1022/090;M-1;1..30;GEOGRAPHIC PLACE NAME;MPIA.ElementControle{NON INST};MPIA.Localisation{NON INST};EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPIA.LocalisationGeometrique2D}#MPGT.Localisation.Lieu{nON INST}
469;41;REPET. GROUP;-;-;-;-;-;-;-;-;;;
470;41;FIELD;LINETYPE;LOCNF;2;;;M-N;;UTM GRID REFERENCE;_;_;_
471;41;COMP. FIELD;LINETYPE;LOCNF;2A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.ElementControle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
472;41;COMP. FIELD;LINETYPE;LOCNF;2B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.ElementControle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
473;41;COMP. FIELD;LINETYPE;LOCNF;2C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.ElementControle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
474;41;COMP. FIELD;LINETYPE;LOCNF;2D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.ElementControle{NON INST};MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1024;41;FIELD;LINETYPE;LOCNF;2;;;M-N;;UTM GRID REFERENCE;_;_;_
